Symbol,Description
TUG,Stf Tactical Growth ETF
TUGN,Stf Tactical Growth & Income ETF
TUR,Turkey Ishares MSCI ETF
TXSS,Texas Small Cap Equity Index ETF
UAE,UAE Ishares MSCI ETF
UBND,Victory ESG Core Plus Bond ETF
UBRL,Graniteshares 2X Long Uber Daily ETF
UCRD,Victory ESG Corporate Bond ETF
UCYB,Ultra Nasdaq Cybersecurity 2X ETF
UEVM,USAA MSCI EM Value Momentum Blend Index ETF
UFIV,US Treasury 5 Year Note ETF
UFO,Procure Space ETF
UITB,USAA Core Intermediate-Term Bond ETF
UIVM,USAA MSCI Intl Value Momentum Blend Index ETF
ULVM,USAA MSCI USA Value Momentum Blend Index ETF
UMMA,Wahed Dow Jones Islamic World ETF
UPGR,Xt US Green Infrastructure Equity ETF
URNJ,Sprott Junior Uranium Miners ETF
USCF,Themes US Cash Flow Champions ETF
USDX,Sgi Enhanced Core ETF
USFI,Brandywineglobal U.S. Fixed Income ETF
USIG,Broad USD Investment Gr. Corp Bond Ishares ETF
USMC,Principal U.S. Mega-Cap ETF
USOY,Defiance Oil Enhanced Options Income ETF
USRD,Themes US R&D Champions ETF
USTB,USAA Core Short-Term Bond ETF
USVM,USAA MSCI USA Small Cap Value Mom Blend ETF
USVN,US Treasury 7 Year Note ETF
USXF,Ishares ESG Advanced MSCI USA ETF
UTEN,US Treasury 10 Year Note ETF
UTHY,US Treasury 30 Year Bond ETF
UTRE,US Treasury 3 Year Note ETF
UTWO,US Treasury 2 Year Note ETF
UTWY,US Treasury 20 Year Bond ETF
VCRB,Vanguard Core Bond ETF
VFLO,Victoryshares Free Cash Flow ETF
VGSR,Vert Global Sustainable Real Estate ETF
VIGI,Intl Div Appreciation ETF Vanguard
VMOT,Alpha Architect Value Momentum Trend ETF
VPLS,Vanguard Core Plus Bond ETF
VRIG,Variable Rate Investment Grade Invesco ETF
VSDA,Victory Dividend Accelerator ETF
VSMV,Victory Portfolios II US Multi-Factor ETF
VTC,Total Corporate Bond Vanguard ETF
VXUS,Total Intl Stock ETF Vanguard
VYMI,Intl High Divd Yield ETF Vanguard
WABF,Western Asset Bond ETF
WBND,Western Asset Total Return ETF
WEEI,Westwood Salient Enhanced Energy Income ETF
WGMI,Valkyrie Bitcoin Miners ETF
WINC,Western Asset Short-Duration Income ETF
WISE,Themes Generative Artificial Intelligence ETF
WNDY,GX Wind Energy ETF
WOOD,Global Timber & Forestry Ishares ETF
WRND,Nyli Global Equity R&D Leaders ETF
XBIL,US Treasury 6 Month Bill ETF
XCNY,SPDR S&P Emerging Markets Ex-China ETF
XFIX,F/M Opportunistic Income ETF
XMAG,Defiance Large Cap Ex-Mag 7 ETF
XOVR,Ershares Private-Public Crossover ETF
XT,Exponential Technologies Ishares ETF
YLDE,Legg Clearbridge Dividend ESG ETF
YQQQ,Yieldmax Short N100 Option Income Strategy ETF
